Min °C,Max °C,Rain(mm),Max wind gust Spd - km/h,Temp °C- 9:00AM,RH -% 9:00AM,Spd - 9:00AM - km/h,MSLP- hPa - 9:00AM,Temp °C- 3:00PM,RH -% 3:00PM,Spd - 3:00PM - km/h,MSLP- hPa - 3:00PM,RainTomorrow,State_NSW,State_NT,State_QLD,State_SA,State_TAS,State_VIC,State_WA,Month_August,Month_December,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September
7.3,17.1,0.0,44.0,11.1,55.0,26.0,1029.0,15.8,32.0,26.0,1027.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9.9,31.3,0.0,31.0,19.1,58.0,11.0,1019.4,30.4,26.0,9.0,1014.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.2,14.9,0.0,48.0,8.5,50.0,20.0,1028.9,14.1,28.0,26.0,1025.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.0,24.4,0.0,30.0,13.5,49.0,9.0,1022.1,23.9,17.0,13.0,1017.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.8,22.5,0.0,30.0,11.5,39.0,13.0,1023.5,22.1,17.0,19.0,1019.5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14.7,28.5,0.2,31.0,21.2,79.0,9.0,1022.1,28.3,30.0,19.0,1019.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7.8,20.9,0.0,31.0,14.3,60.0,9.0,1025.0,19.7,35.0,13.0,1021.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8.4,23.5,0.0,39.0,16.1,47.0,11.0,1024.9,22.2,22.0,19.0,1020.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.5,17.5,0.0,56.0,10.8,49.0,24.0,1029.8,16.6,29.0,28.0,1025.9,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
18.4,20.8,7.0,41.0,20.5,89.0,4.0,1019.9,17.7,99.0,13.0,1019.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10.3,27.0,0.0,24.0,17.7,55.0,2.0,1020.8,26.2,21.0,11.0,1017.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.1,23.3,0.0,33.0,13.6,53.0,2.0,1024.8,22.5,23.0,13.0,1019.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,19.0,0.0,39.0,9.8,48.0,17.0,1026.5,18.7,22.0,26.0,1022.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14.1,27.0,19.4,17.0,17.4,97.0,11.0,1022.1,25.8,62.0,9.0,1018.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
11.2,23.6,0.0,31.0,16.8,54.0,17.0,1022.8,23.3,31.0,20.0,1018.9,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
16.7,24.4,2.4,30.0,17.8,69.0,15.0,1019.0,23.9,57.0,13.0,1015.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.1,22.8,0.0,43.0,14.5,35.0,9.0,1022.0,21.3,29.0,19.0,1019.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7.5,26.4,0.0,41.0,15.2,60.0,13.0,1022.5,25.2,37.0,13.0,1017.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10.1,25.9,0.0,35.0,17.1,58.0,7.0,1025.2,25.1,27.0,19.0,1021.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.7,18.0,0.0,54.0,12.2,66.0,13.0,1026.1,16.9,35.0,26.0,1023.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.1,28.5,0.0,37.0,15.5,35.0,4.0,1019.5,27.8,11.0,26.0,1016.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.7,21.8,0.0,43.0,11.8,39.0,13.0,1025.4,21.2,22.0,17.0,1021.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12.9,28.2,0.0,33.0,18.4,68.0,13.0,1023.1,27.9,21.0,20.0,1020.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4.3,20.3,0.0,26.0,11.9,60.0,13.0,1024.6,19.7,27.0,19.0,1019.9,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13.3,31.0,0.4,43.0,20.3,72.0,7.0,1012.8,30.8,28.0,24.0,1009.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8.0,22.3,0.0,41.0,16.0,44.0,17.0,1022.5,21.3,29.0,17.0,1018.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5.4,23.0,0.0,37.0,13.7,44.0,4.0,1025.3,24.4,36.0,20.0,1020.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10.9,27.0,0.0,43.0,17.1,64.0,6.0,1025.6,26.6,21.0,28.0,1021.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4.1,20.9,0.0,31.0,11.3,58.0,13.0,1021.8,20.1,28.0,15.0,1018.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20.5,40.7,0.0,57.0,33.0,8.0,33.0,1006.4,39.9,5.0,37.0,1000.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15.9,34.7,0.0,37.0,27.0,15.0,24.0,1016.5,32.8,11.0,13.0,1012.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12.2,34.4,0.0,50.0,27.7,9.0,17.0,1015.5,33.3,6.0,20.0,1012.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
19.7,34.7,0.0,39.0,25.8,25.0,20.0,1015.1,33.4,12.0,19.0,1011.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22.7,39.8,0.0,48.0,30.1,11.0,17.0,1011.0,37.2,11.0,11.0,1005.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
16.0,29.6,0.0,50.0,24.7,16.0,31.0,1020.5,29.5,10.0,30.0,1017.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11.5,37.6,0.0,33.0,27.6,8.0,9.0,1012.8,36.2,5.0,9.0,1007.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.7,36.6,0.0,41.0,28.2,13.0,26.0,1016.6,34.5,7.0,17.0,1011.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18.0,40.4,0.0,50.0,33.5,8.0,19.0,1009.9,39.1,6.0,24.0,1004.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22.8,35.8,0.0,50.0,25.5,25.0,24.0,1007.9,34.4,14.0,13.0,1004.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18.6,29.4,0.0,52.0,21.6,28.0,30.0,1019.4,27.3,13.0,20.0,1015.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.0,35.2,0.0,57.0,28.2,9.0,9.0,1016.7,34.1,7.0,24.0,1013.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
19.5,34.8,0.0,52.0,28.1,15.0,30.0,1016.2,33.6,7.0,24.0,1012.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.1,28.4,0.0,48.0,25.9,30.0,30.0,1013.9,24.5,41.0,28.0,1012.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.3,30.0,0.0,54.0,24.9,22.0,30.0,1014.7,29.6,20.0,24.0,1012.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10.3,32.1,0.0,35.0,22.2,15.0,22.0,1017.7,30.4,7.0,11.0,1011.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.9,35.4,0.0,39.0,28.1,11.0,15.0,1017.7,34.5,8.0,17.0,1013.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.6,36.2,0.0,39.0,28.8,12.0,30.0,1014.5,34.4,8.0,17.0,1010.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.4,35.7,0.0,35.0,28.3,8.0,9.0,1015.2,34.6,7.0,19.0,1011.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12.8,32.4,0.0,35.0,22.5,14.0,22.0,1018.2,30.4,6.0,19.0,1013.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21.9,36.6,0.0,50.0,31.3,18.0,20.0,1010.1,35.2,14.0,31.0,1007.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.9,34.6,0.0,56.0,29.3,11.0,24.0,1012.4,32.9,14.0,20.0,1008.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10.1,30.5,0.0,44.0,23.0,19.0,26.0,1021.0,28.1,10.0,19.0,1015.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15.7,38.3,0.0,44.0,30.8,6.0,9.0,1012.7,36.4,7.0,24.0,1010.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.9,39.2,0.0,28.0,30.8,8.0,13.0,1012.8,37.8,5.0,11.0,1007.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.6,35.5,0.0,52.0,30.0,23.0,22.0,1012.0,32.2,17.0,24.0,1009.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10.9,34.4,0.0,41.0,25.9,9.0,20.0,1016.8,32.8,7.0,26.0,1011.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18.2,30.4,0.0,48.0,21.9,18.0,28.0,1019.5,29.2,12.0,24.0,1015.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17.4,42.0,0.0,41.0,35.6,5.0,19.0,1008.3,40.9,3.0,24.0,1003.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22.6,36.2,0.0,37.0,26.2,17.0,28.0,1013.1,34.6,11.0,26.0,1008.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15.3,35.9,0.0,52.0,29.5,13.0,20.0,1019.6,34.5,9.0,31.0,1014.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.5,34.9,0.0,26.0,24.3,11.0,11.0,1016.1,33.7,9.0,11.0,1011.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.7,35.5,0.0,39.0,22.5,22.0,26.0,1018.2,34.2,10.0,19.0,1013.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
20.9,34.9,0.0,37.0,27.9,28.0,17.0,1013.8,33.8,19.0,19.0,1008.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.4,35.2,0.0,37.0,26.1,21.0,13.0,1017.4,34.6,10.0,19.0,1013.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,39.2,0.0,44.0,31.2,10.0,28.0,1012.5,37.8,7.0,7.0,1008.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
13.3,31.1,0.0,46.0,21.9,14.0,28.0,1021.5,30.4,6.0,22.0,1016.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.8,32.0,0.0,44.0,24.5,14.0,26.0,1018.0,30.7,8.0,30.0,1013.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15.5,35.4,0.0,39.0,29.5,13.0,17.0,1017.8,34.5,9.0,17.0,1013.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23.7,39.3,0.0,56.0,30.2,10.0,31.0,1010.7,37.8,7.0,24.0,1005.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.4,32.5,0.0,48.0,25.9,11.0,28.0,1016.3,31.1,11.0,17.0,1011.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21.8,37.2,0.0,35.0,30.0,9.0,26.0,1015.9,36.2,7.0,15.0,1011.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23.0,40.2,0.0,61.0,34.1,8.0,26.0,1010.5,38.8,6.0,28.0,1006.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.1,32.6,0.0,43.0,24.8,16.0,26.0,1021.5,31.8,11.0,20.0,1017.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15.5,30.4,0.0,46.0,23.6,23.0,19.0,1016.7,28.4,15.0,19.0,1014.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.0,36.1,0.0,50.0,28.5,9.0,13.0,1019.8,35.4,8.0,31.0,1015.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.7,30.0,0.0,35.0,21.6,14.0,28.0,1020.6,28.5,7.0,20.0,1016.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.7,24.7,0.0,52.0,21.5,26.0,19.0,1019.1,23.3,19.0,20.0,1015.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.1,38.0,0.0,81.0,30.3,24.0,33.0,1012.3,35.7,11.0,11.0,1007.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12.7,36.9,0.0,28.0,28.5,11.0,13.0,1011.2,35.7,6.0,11.0,1005.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16.3,37.0,0.0,44.0,29.0,15.0,28.0,1020.8,35.9,10.0,9.0,1015.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18.2,28.4,0.0,46.0,21.1,34.0,31.0,1022.4,26.4,22.0,24.0,1018.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21.5,40.7,0.0,43.0,30.2,14.0,13.0,1010.4,38.5,8.0,13.0,1006.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.4,32.7,0.0,37.0,24.6,11.0,24.0,1018.2,32.3,6.0,15.0,1012.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12.3,33.2,0.0,37.0,25.8,11.0,7.0,1016.3,31.4,6.0,13.0,1011.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18.0,36.4,0.0,41.0,28.9,13.0,17.0,1020.0,36.1,9.0,22.0,1016.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.3,28.4,0.0,35.0,19.5,23.0,20.0,1022.6,27.3,11.0,17.0,1018.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
22.6,35.5,0.0,41.0,30.4,16.0,17.0,1012.0,34.3,12.0,13.0,1009.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
13.2,36.6,0.0,37.0,27.5,8.0,22.0,1015.2,35.4,7.0,22.0,1009.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12.0,35.0,0.0,39.0,27.9,25.0,11.0,1014.5,33.1,6.0,19.0,1010.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
14.4,22.1,0.0,44.0,16.9,38.0,24.0,1021.1,20.8,26.0,20.0,1018.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22.0,34.3,0.0,83.0,28.6,11.0,31.0,1010.5,23.3,33.0,39.0,1011.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.5,30.8,0.0,28.0,23.5,36.0,11.0,1020.9,29.9,18.0,9.0,1017.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.8,30.5,0.0,39.0,19.7,11.0,13.0,1021.0,29.6,7.0,17.0,1016.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3.8,24.0,0.0,59.0,16.6,19.0,19.0,1026.9,23.1,12.0,24.0,1023.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.7,34.9,0.0,35.0,26.8,10.0,13.0,1018.8,33.3,7.0,13.0,1015.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13.8,16.5,0.0,37.0,16.3,26.0,15.0,1028.8,14.9,51.0,20.0,1025.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16.4,35.4,0.0,39.0,28.1,17.0,19.0,1020.3,34.5,10.0,19.0,1016.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.8,25.1,0.0,35.0,15.9,22.0,13.0,1022.8,23.8,14.0,15.0,1019.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9.0,31.3,0.0,48.0,22.1,11.0,13.0,1025.1,30.9,8.0,17.0,1020.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8.1,20.2,0.0,41.0,13.0,44.0,22.0,1023.5,19.2,22.0,20.0,1019.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.7,32.4,0.0,35.0,26.0,23.0,19.0,1020.3,31.7,13.0,15.0,1016.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.4,31.2,0.0,43.0,19.1,12.0,13.0,1020.5,30.1,8.0,19.0,1016.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.2,25.4,0.0,37.0,16.2,24.0,22.0,1024.9,24.3,11.0,20.0,1021.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9.5,32.4,0.0,33.0,22.5,13.0,7.0,1022.3,31.1,7.0,15.0,1017.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.8,23.3,0.0,44.0,16.1,25.0,28.0,1025.6,21.8,15.0,24.0,1023.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15.4,34.3,0.0,37.0,27.4,12.0,28.0,1019.4,33.5,10.0,15.0,1015.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11.0,34.6,0.0,61.0,27.5,10.0,22.0,1014.3,33.7,7.0,19.0,1010.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3.8,28.0,0.0,31.0,16.9,13.0,6.0,1027.1,27.2,5.0,20.0,1022.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
14.7,34.4,0.0,37.0,26.6,11.0,19.0,1017.6,33.3,7.0,19.0,1011.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.2,28.0,0.0,22.0,17.4,71.0,2.0,1022.6,26.8,28.0,11.0,1017.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.8,31.3,0.0,31.0,20.5,11.0,13.0,1019.8,30.2,5.0,11.0,1015.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3.4,25.2,0.0,46.0,15.5,31.0,17.0,1027.4,23.7,11.0,20.0,1023.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15.2,30.3,0.0,46.0,20.3,38.0,20.0,1021.7,29.4,16.0,15.0,1017.6,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.6,13.6,1.6,35.0,13.5,64.0,17.0,1026.6,10.7,92.0,9.0,1026.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7.5,33.3,0.0,43.0,25.8,9.0,22.0,1017.7,32.1,5.0,24.0,1013.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2.3,25.7,0.0,43.0,16.3,18.0,19.0,1028.5,24.2,7.0,22.0,1023.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12.1,34.5,0.0,35.0,21.3,27.0,13.0,1021.1,33.3,8.0,19.0,1016.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6.7,21.9,14.8,31.0,11.8,84.0,15.0,1025.6,20.8,59.0,13.0,1020.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22.7,35.5,0.0,39.0,25.8,70.0,11.0,1008.3,34.2,27.0,20.0,1004.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.2,27.7,0.0,37.0,19.8,39.0,19.0,1021.0,26.9,23.0,13.0,1016.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.2,30.8,0.0,35.0,23.1,45.0,26.0,1019.0,29.8,24.0,22.0,1014.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.9,33.0,0.0,44.0,26.5,29.0,17.0,1018.9,32.3,19.0,20.0,1015.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.5,26.1,0.0,37.0,19.1,40.0,20.0,1020.1,25.1,23.0,24.0,1015.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.9,33.0,0.0,33.0,23.3,38.0,17.0,1017.0,31.6,20.0,13.0,1012.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.5,38.2,0.0,43.0,31.0,23.0,20.0,1013.9,36.9,15.0,9.0,1010.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.8,30.9,0.0,31.0,20.6,65.0,20.0,1018.8,29.8,26.0,6.0,1014.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.6,25.7,0.0,46.0,19.9,52.0,28.0,1017.1,24.7,32.0,20.0,1014.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.6,30.7,0.0,39.0,21.9,28.0,13.0,1019.8,29.7,14.0,13.0,1015.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.2,30.8,0.0,33.0,21.5,43.0,22.0,1017.7,30.2,23.0,9.0,1013.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.2,33.7,0.0,30.0,25.1,29.0,15.0,1018.0,33.3,13.0,11.0,1013.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.7,26.2,0.0,35.0,18.1,44.0,19.0,1019.3,24.9,23.0,17.0,1014.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.2,32.5,0.0,30.0,23.3,22.0,6.0,1017.7,31.7,14.0,13.0,1013.9,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.3,35.6,0.0,31.0,22.7,35.0,13.0,1014.9,34.3,18.0,13.0,1010.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.2,33.8,0.0,33.0,25.2,18.0,9.0,1017.5,32.7,10.0,11.0,1013.6,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.1,37.0,4.2,54.0,27.9,52.0,33.0,1009.4,35.9,31.0,30.0,1004.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.3,23.6,0.0,33.0,19.1,55.0,6.0,1020.8,22.9,32.0,19.0,1017.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.7,37.5,0.0,37.0,28.5,19.0,13.0,1015.3,37.3,10.0,22.0,1011.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,36.8,0.0,30.0,26.6,35.0,13.0,1019.2,35.8,15.0,9.0,1014.1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.4,19.4,0.0,43.0,13.1,40.0,26.0,1022.4,18.2,23.0,22.0,1019.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.8,26.5,0.0,33.0,19.3,40.0,13.0,1018.6,25.3,23.0,13.0,1014.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.2,30.4,0.0,33.0,21.8,27.0,9.0,1019.0,29.7,13.0,13.0,1015.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.4,33.1,0.0,43.0,23.9,40.0,24.0,1018.6,31.8,19.0,13.0,1014.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.8,35.6,0.0,35.0,25.8,33.0,4.0,1014.9,34.7,17.0,20.0,1010.8,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.2,32.5,4.8,50.0,23.3,73.0,24.0,1011.5,31.7,35.0,30.0,1008.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.6,25.1,0.0,37.0,17.9,44.0,13.0,1017.9,24.1,29.0,26.0,1015.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.8,35.5,0.0,26.0,22.6,25.0,13.0,1018.5,34.8,10.0,13.0,1013.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.1,35.0,0.0,33.0,26.4,18.0,17.0,1020.3,33.8,15.0,17.0,1015.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.8,34.0,0.0,56.0,26.0,33.0,11.0,1014.5,32.9,20.0,22.0,1010.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.7,38.2,0.0,44.0,30.4,14.0,13.0,1011.1,36.8,11.0,30.0,1007.4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
23.6,41.4,0.0,31.0,32.5,17.0,9.0,1007.5,40.3,13.0,20.0,1003.4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18.8,35.3,0.0,48.0,27.3,18.0,17.0,1012.8,34.8,13.0,31.0,1009.7,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
24.3,36.7,0.0,37.0,27.8,28.0,28.0,1012.1,35.3,17.0,15.0,1007.6,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18.4,31.2,1.0,39.0,23.0,56.0,20.0,1012.8,29.7,32.0,20.0,1008.9,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
23.5,40.7,0.0,39.0,32.0,19.0,17.0,1006.6,39.1,13.0,17.0,1003.5,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
23.0,40.4,0.0,41.0,31.9,19.0,17.0,1010.0,39.4,9.0,20.0,1006.4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19.2,36.2,0.0,59.0,28.1,38.0,26.0,1011.1,34.9,18.0,28.0,1006.7,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
